famID	emmean	SE	df	lower.CL	upper.CL	.group
WGN39	0.374846122139908	0.00750925627421941	1117	0.360112285222085	0.389579959057732	 A   
WGN63	0.386677148612887	0.0077219224777107	1117	0.371526041456074	0.401828255769699	 A   
WGN26	0.44346685735595	0.00792122599219207	1117	0.427924698759117	0.459009015952784	  B  
WGN36	0.461684424071296	0.00787244386474845	1117	0.446237980400683	0.477130867741908	  B  
WGN38	0.478883800798305	0.00850594642730407	1117	0.462194368061549	0.49557323353506	  B  
WGN15	0.554089351211851	0.00760210933382209	1117	0.539173328230914	0.569005374192787	   C 
WGN07	0.575536263637171	0.00754418002516916	1117	0.560733903175569	0.590338624098773	   C 
WGN55	0.576488286303628	0.00759482886952375	1117	0.561586548249153	0.591390024358103	   C 
WGN45	0.627306872458393	0.00820420575808534	1117	0.611209482082345	0.643404262834441	    D
WGN46	0.629590129394308	0.00769238260492412	1117	0.614496982127572	0.644683276661044	    D
