famID	emmean	SE	df	lower.CL	upper.CL	.group
WGN15	0.696045679613091	0.00868272410786324	1111	0.679009293350241	0.713082065875942	 A     
WGN39	0.701793824132721	0.00881660796545874	1111	0.684494744147944	0.719092904117497	 AB    
WGN26	0.70668574058315	0.00920110667485308	1111	0.688632235092111	0.724739246074189	 ABC   
WGN45	0.741290422805796	0.00945009597480939	1111	0.72274837502818	0.759832470583412	  BCD  
WGN55	0.741554202778206	0.00881696833937614	1111	0.724254415703214	0.758853989853198	   CD  
WGN63	0.750216243938335	0.00909996234338376	1111	0.732361193894896	0.768071293981775	    D  
WGN36	0.822157375840988	0.00964932463018071	1111	0.803224421213705	0.841090330468271	     E 
WGN07	0.852882994899808	0.00896665476217897	1111	0.835289507865507	0.870476481934109	     EF
WGN46	0.86947813602257	0.00899737229539158	1111	0.851824378069333	0.887131893975808	      F
WGN38	0.884564446462375	0.00991220312988627	1111	0.865115697528426	0.904013195396323	      F
