famID	emmean	SE	df	lower.CL	upper.CL	.group
WGN15	6.06000000000006	0.0365962816840716	1083	5.98819235499615	6.13180764500397	 A    
WGN39	6.15202732384471	0.0368743164994883	1083	6.07967413092157	6.22438051676784	 AB   
WGN26	6.26236012360129	0.0386283479831233	1083	6.18656524577721	6.33815500142536	  BC  
WGN63	6.2732914829149	0.0379165213356512	1083	6.19889332062732	6.34768964520248	  BC  
WGN45	6.33323901516331	0.0397814733030239	1083	6.25518152458717	6.41129650573945	   C  
WGN55	6.43345120951213	0.0377082445457459	1083	6.35946171895577	6.50744070006849	   C  
WGN36	6.86321995828662	0.0416160099388024	1083	6.78156281907333	6.9448770974999	    D 
WGN07	6.89797886615236	0.0379558580126663	1083	6.82350351913429	6.97245421317044	    D 
WGN38	6.98873886466147	0.0422148005864235	1083	6.90590680427376	7.07157092504919	    D 
WGN46	7.37200940656953	0.0395090202952855	1083	7.29448651153042	7.44953230160865	     E
